"","gender","race_ethnicity","parent_edulevel","lunch","test_preparation_course","subject","score"
"2119","female","group D","some high school","standard","none","writing",61
"2120","female","group C","some college","standard","none","writing",65
"2121","female","group C","bachelor's degree","standard","completed","writing",89
"2122","male","group B","associate's degree","standard","completed","writing",92
"2123","female","group C","some college","standard","completed","writing",93
"2124","male","group D","high school","free/reduced","none","writing",56
"2125","male","group E","some college","standard","none","writing",73
"2126","female","group B","high school","standard","none","writing",86
"2127","male","group B","some high school","standard","none","writing",67
"2128","male","group D","some college","standard","completed","writing",74
"2129","male","group D","master's degree","standard","none","writing",74
"2130","female","group A","bachelor's degree","standard","none","writing",51
"2131","male","group D","master's degree","standard","none","writing",82
"2132","male","group C","some high school","free/reduced","completed","writing",40
"2133","male","group E","some college","free/reduced","completed","writing",70
"2134","female","group C","some college","standard","completed","writing",84
"2135","male","group D","bachelor's degree","free/reduced","completed","writing",75
"2136","male","group C","bachelor's degree","standard","none","writing",48
"2137","male","group B","some high school","standard","completed","writing",41
"2138","male","group E","high school","standard","none","writing",56
"2139","female","group C","associate's degree","standard","none","writing",67
"2140","male","group D","some college","standard","completed","writing",69
"2141","female","group D","some high school","standard","none","writing",71
"2142","female","group C","some college","free/reduced","none","writing",64
"2143","female","group E","some college","free/reduced","completed","writing",54
"2144","male","group A","high school","standard","none","writing",47
"2145","male","group D","some college","standard","none","writing",78
"2146","female","group C","some college","free/reduced","none","writing",33
